job_id,verified_condition_id,run_id,proposer_pool,verified_stratum_id,unverified_stratum_id,unverified_stratum_basis,corpus,reference,buffer_m,frame_id,N,min_votes,prob_t,status,pairing_basis,blocked_reason,unverified_condition_id,unverified_detections_path,unverified_eval_path,union_path,crop_manifest_path,materialise_filter,reference_path,bounds_path,engine,output_dir,materialise_command,command,notes
pair::55maps-text-min-generalisation::verified-k3-standardised-gt,55maps-text-min-generalisation::verified-k3-standardised-gt,55maps-text-min-generalisation,detect_brief-text,55-map|standardised|50m|55maps-8541,55-map|standardised|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,standardised,50,55maps-8541,5,3,0.15,ready-after-materialise,shell-manifests,,,,,,outputs/55maps-text-min-generalisation/crops/candidate_manifest.json,vote_count >= 3,inputs/vectors/references/best-available-gt-55maps.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,corrected_f1_multi_buffer,results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-k3-standardised-gt,python scripts/materialise_pairing_twin.py --crop-manifest outputs/55maps-text-min-generalisation/crops/candidate_manifest.json --crop-manifest results/deployment-oracle-2026-06-06/vote3-verify/55maps-text-min-generalisation/crops/candidate_manifest.json --min-votes 3 --output results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-k3-standardised-gt/twin-3of5.geojson,python scripts/compute_corrected_f1_multi_buffer.py --verified-detections results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-k3-standardised-gt/twin-3of5.geojson --student-gt results/deployment-oracle-2026-06-06/canonical-gt/standardised/student-mounds-55maps-standardised.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --n-bootstrap 10000 --seed 42 --compute-mcc --output-dir results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-k3-standardised-gt --extension-csv results/deployment-oracle-2026-06-06/canonical-gt/standardised/extension-mounds-standardised.csv,"the run's candidate universe is recorded in two files: the base manifest at votes 4-5 (10170) and the committed increment at votes 3-3 (2220). The shells are disjoint and join into an unbroken range reaching k = 3, so the twin is their union at vote >= 3 (12390 candidates); the same join scripts/final_board_sweeps.py makes and gates for this run's sweep space"
pair::55maps-text-min-generalisation::verified-oracle-p0.20-k3-standardised-gt,55maps-text-min-generalisation::verified-oracle-p0.20-k3-standardised-gt,55maps-text-min-generalisation,detect_brief-text,55-map|standardised|50m|55maps-8541,55-map|standardised|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,standardised,50,55maps-8541,5,3,0.2,ready-after-materialise,shell-manifests,,,,,,outputs/55maps-text-min-generalisation/crops/candidate_manifest.json,vote_count >= 3,inputs/vectors/references/best-available-gt-55maps.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-oracle-p0_20-k3-standardised-gt,python scripts/materialise_pairing_twin.py --crop-manifest outputs/55maps-text-min-generalisation/crops/candidate_manifest.json --crop-manifest results/deployment-oracle-2026-06-06/vote3-verify/55maps-text-min-generalisation/crops/candidate_manifest.json --min-votes 3 --output results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-oracle-p0_20-k3-standardised-gt/twin-3of5.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-oracle-p0_20-k3-standardised-gt/twin-3of5.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-oracle-p0_20-k3-standardised-gt --label 55maps-text-min-generalisation__verified-oracle-p0_20-k3-standardised-gt-unverified,"the run's candidate universe is recorded in two files: the base manifest at votes 4-5 (10170) and the committed increment at votes 3-3 (2220). The shells are disjoint and join into an unbroken range reaching k = 3, so the twin is their union at vote >= 3 (12390 candidates); the same join scripts/final_board_sweeps.py makes and gates for this run's sweep space"
pair::55maps-text-min-generalisation::verified-k4-r2-gt,55maps-text-min-generalisation::verified-k4-r2-gt,55maps-text-min-generalisation,detect_brief-text,55-map|r2|50m|55maps-8541,55-map|r2|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,r2,50,55maps-8541,5,4,,ready,consensus-file,,,outputs/55maps-text-min-generalisation/consensus/consensus-4of5.geojson,,,,,inputs/vectors/references/best-available-gt-55maps-r2.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-k4-r2-gt,,python scripts/evaluate_detections.py --detections outputs/55maps-text-min-generalisation/consensus/consensus-4of5.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps-r2.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-k4-r2-gt --label 55maps-text-min-generalisation__verified-k4-r2-gt-unverified,
pair::55maps-text-min-generalisation::verified-k3-r2-gt,55maps-text-min-generalisation::verified-k3-r2-gt,55maps-text-min-generalisation,detect_brief-text,55-map|r2|50m|55maps-8541,55-map|r2|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,r2,50,55maps-8541,5,3,0.15,ready-after-materialise,shell-manifests,,,,,,outputs/55maps-text-min-generalisation/crops/candidate_manifest.json,vote_count >= 3,inputs/vectors/references/best-available-gt-55maps-r2.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-k3-r2-gt,python scripts/materialise_pairing_twin.py --crop-manifest outputs/55maps-text-min-generalisation/crops/candidate_manifest.json --crop-manifest results/deployment-oracle-2026-06-06/vote3-verify/55maps-text-min-generalisation/crops/candidate_manifest.json --min-votes 3 --output results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-k3-r2-gt/twin-3of5.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-k3-r2-gt/twin-3of5.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps-r2.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-k3-r2-gt --label 55maps-text-min-generalisation__verified-k3-r2-gt-unverified,"the run's candidate universe is recorded in two files: the base manifest at votes 4-5 (10170) and the committed increment at votes 3-3 (2220). The shells are disjoint and join into an unbroken range reaching k = 3, so the twin is their union at vote >= 3 (12390 candidates); the same join scripts/final_board_sweeps.py makes and gates for this run's sweep space"
pair::55maps-text-min-generalisation::verified-oracle-p0.20-k3-r2-gt,55maps-text-min-generalisation::verified-oracle-p0.20-k3-r2-gt,55maps-text-min-generalisation,detect_brief-text,55-map|r2|50m|55maps-8541,55-map|r2|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,r2,50,55maps-8541,5,3,0.2,ready-after-materialise,shell-manifests,,,,,,outputs/55maps-text-min-generalisation/crops/candidate_manifest.json,vote_count >= 3,inputs/vectors/references/best-available-gt-55maps-r2.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-oracle-p0_20-k3-r2-gt,python scripts/materialise_pairing_twin.py --crop-manifest outputs/55maps-text-min-generalisation/crops/candidate_manifest.json --crop-manifest results/deployment-oracle-2026-06-06/vote3-verify/55maps-text-min-generalisation/crops/candidate_manifest.json --min-votes 3 --output results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-oracle-p0_20-k3-r2-gt/twin-3of5.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-oracle-p0_20-k3-r2-gt/twin-3of5.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps-r2.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-oracle-p0_20-k3-r2-gt --label 55maps-text-min-generalisation__verified-oracle-p0_20-k3-r2-gt-unverified,"the run's candidate universe is recorded in two files: the base manifest at votes 4-5 (10170) and the committed increment at votes 3-3 (2220). The shells are disjoint and join into an unbroken range reaching k = 3, so the twin is their union at vote >= 3 (12390 candidates); the same join scripts/final_board_sweeps.py makes and gates for this run's sweep space"
pair::gold-standard-v2::verified-v1,gold-standard-v2::verified-v1,gold-standard-v2,detect_brief-text,4-map-gs|curator|20m|era-2-487,4-map-gs|curator|20m|era-2-487,derived-from-twin-cell,4-map-gs,curator,20,era-2-487,5,4,,already-registered,registered,,gold-standard-v2::consensus-4of5,outputs/gs/gold-standard-v2/consensus/consensus-4of5.geojson,,,,,inputs/vectors/references/mounds-reference.geojson,,,,,,the pre-verifier twin is already scored and registered
pair::h10::verified-pool-160,h10::verified-pool-160,h10,pool_160_hp4hn4,4-map-gs|curator|20m|era-3-327,4-map-gs|curator|20m|era-3-327,derived-from-twin-cell,4-map-gs,curator,20,era-3-327,5,4,0.05,already-registered,registered,,h10::greedy-pool-160,outputs/h10/evaluation-v2/pool_160_hp4hn4/consensus/consensus_t4.geojson,results/h10/with-mcc/pool_160/evaluation.json,,,,inputs/vectors/references/mounds-reference.geojson,inputs/vectors/bounds/384/h10_test_bounds.geojson,evaluate_detections,,,,the pre-verifier twin is already scored and registered
pair::proposer-verifier-384::verified-adversarial-text,proposer-verifier-384::verified-adversarial-text,proposer-verifier-384,detect_brief-text,4-map-gs|curator|20m|era-2-487,4-map-gs|curator|20m|era-2-487,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",4-map-gs,curator,20,era-2-487,1,1,,ready-after-materialise,single-pass-manifest,,,,,,outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json,none (N = 1: every candidate has the one vote),inputs/vectors/references/mounds-reference.geojson,inputs/vectors/bounds/384/full_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-adversarial-text,python scripts/materialise_pairing_twin.py --crop-manifest outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json --single-pass --min-votes 1 --output results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-adversarial-text/twin-1of1.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-adversarial-text/twin-1of1.geojson --ground-truth inputs/vectors/references/mounds-reference.geojson --bounds inputs/vectors/bounds/384/full_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-adversarial-text --label proposer-verifier-384__verified-adversarial-text-unverified,"the registry records no vote_threshold because the pool ran a single proposer pass and had no votes to record; the shell at k = 1 is the whole pass; no pool-named condition: no registered condition is labelled 'detect_brief-text' in proposer-verifier-384; the pool ran a single proposer pass, so its manifest records no vote_count and the shell at k = 1 is the whole universe (outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json: 572 candidates). The twin differs from its verified pair in the probability filter alone"
pair::proposer-verifier-384::verified-adversarial-image,proposer-verifier-384::verified-adversarial-image,proposer-verifier-384,detect_brief-text,4-map-gs|curator|20m|era-2-487,4-map-gs|curator|20m|era-2-487,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",4-map-gs,curator,20,era-2-487,1,1,,ready-after-materialise,single-pass-manifest,,,,,,outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json,none (N = 1: every candidate has the one vote),inputs/vectors/references/mounds-reference.geojson,inputs/vectors/bounds/384/full_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-adversarial-image,python scripts/materialise_pairing_twin.py --crop-manifest outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json --single-pass --min-votes 1 --output results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-adversarial-image/twin-1of1.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-adversarial-image/twin-1of1.geojson --ground-truth inputs/vectors/references/mounds-reference.geojson --bounds inputs/vectors/bounds/384/full_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-adversarial-image --label proposer-verifier-384__verified-adversarial-image-unverified,"the registry records no vote_threshold because the pool ran a single proposer pass and had no votes to record; the shell at k = 1 is the whole pass; no pool-named condition: no registered condition is labelled 'detect_brief-text' in proposer-verifier-384; the pool ran a single proposer pass, so its manifest records no vote_count and the shell at k = 1 is the whole universe (outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json: 572 candidates). The twin differs from its verified pair in the probability filter alone"
pair::proposer-verifier-384::verified-brief-text,proposer-verifier-384::verified-brief-text,proposer-verifier-384,detect_brief-text,4-map-gs|curator|20m|era-2-487,4-map-gs|curator|20m|era-2-487,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",4-map-gs,curator,20,era-2-487,1,1,,ready-after-materialise,single-pass-manifest,,,,,,outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json,none (N = 1: every candidate has the one vote),inputs/vectors/references/mounds-reference.geojson,inputs/vectors/bounds/384/full_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-brief-text,python scripts/materialise_pairing_twin.py --crop-manifest outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json --single-pass --min-votes 1 --output results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-brief-text/twin-1of1.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-brief-text/twin-1of1.geojson --ground-truth inputs/vectors/references/mounds-reference.geojson --bounds inputs/vectors/bounds/384/full_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-brief-text --label proposer-verifier-384__verified-brief-text-unverified,"the registry records no vote_threshold because the pool ran a single proposer pass and had no votes to record; the shell at k = 1 is the whole pass; no pool-named condition: no registered condition is labelled 'detect_brief-text' in proposer-verifier-384; the pool ran a single proposer pass, so its manifest records no vote_count and the shell at k = 1 is the whole universe (outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json: 572 candidates). The twin differs from its verified pair in the probability filter alone"
pair::proposer-verifier-384::verified-brief-image,proposer-verifier-384::verified-brief-image,proposer-verifier-384,detect_brief-text,4-map-gs|curator|20m|era-2-487,4-map-gs|curator|20m|era-2-487,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",4-map-gs,curator,20,era-2-487,1,1,,ready-after-materialise,single-pass-manifest,,,,,,outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json,none (N = 1: every candidate has the one vote),inputs/vectors/references/mounds-reference.geojson,inputs/vectors/bounds/384/full_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-brief-image,python scripts/materialise_pairing_twin.py --crop-manifest outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json --single-pass --min-votes 1 --output results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-brief-image/twin-1of1.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-brief-image/twin-1of1.geojson --ground-truth inputs/vectors/references/mounds-reference.geojson --bounds inputs/vectors/bounds/384/full_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-brief-image --label proposer-verifier-384__verified-brief-image-unverified,"the registry records no vote_threshold because the pool ran a single proposer pass and had no votes to record; the shell at k = 1 is the whole pass; no pool-named condition: no registered condition is labelled 'detect_brief-text' in proposer-verifier-384; the pool ran a single proposer pass, so its manifest records no vote_count and the shell at k = 1 is the whole universe (outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json: 572 candidates). The twin differs from its verified pair in the probability filter alone"
pair::proposer-verifier-384::verified-checklist-text,proposer-verifier-384::verified-checklist-text,proposer-verifier-384,detect_brief-text,4-map-gs|curator|20m|era-2-487,4-map-gs|curator|20m|era-2-487,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",4-map-gs,curator,20,era-2-487,1,1,,ready-after-materialise,single-pass-manifest,,,,,,outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json,none (N = 1: every candidate has the one vote),inputs/vectors/references/mounds-reference.geojson,inputs/vectors/bounds/384/full_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-checklist-text,python scripts/materialise_pairing_twin.py --crop-manifest outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json --single-pass --min-votes 1 --output results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-checklist-text/twin-1of1.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-checklist-text/twin-1of1.geojson --ground-truth inputs/vectors/references/mounds-reference.geojson --bounds inputs/vectors/bounds/384/full_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-checklist-text --label proposer-verifier-384__verified-checklist-text-unverified,"the registry records no vote_threshold because the pool ran a single proposer pass and had no votes to record; the shell at k = 1 is the whole pass; no pool-named condition: no registered condition is labelled 'detect_brief-text' in proposer-verifier-384; the pool ran a single proposer pass, so its manifest records no vote_count and the shell at k = 1 is the whole universe (outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json: 572 candidates). The twin differs from its verified pair in the probability filter alone"
pair::proposer-verifier-384::verified-checklist-image,proposer-verifier-384::verified-checklist-image,proposer-verifier-384,detect_brief-text,4-map-gs|curator|20m|era-2-487,4-map-gs|curator|20m|era-2-487,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",4-map-gs,curator,20,era-2-487,1,1,,ready-after-materialise,single-pass-manifest,,,,,,outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json,none (N = 1: every candidate has the one vote),inputs/vectors/references/mounds-reference.geojson,inputs/vectors/bounds/384/full_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-checklist-image,python scripts/materialise_pairing_twin.py --crop-manifest outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json --single-pass --min-votes 1 --output results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-checklist-image/twin-1of1.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-checklist-image/twin-1of1.geojson --ground-truth inputs/vectors/references/mounds-reference.geojson --bounds inputs/vectors/bounds/384/full_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-checklist-image --label proposer-verifier-384__verified-checklist-image-unverified,"the registry records no vote_threshold because the pool ran a single proposer pass and had no votes to record; the shell at k = 1 is the whole pass; no pool-named condition: no registered condition is labelled 'detect_brief-text' in proposer-verifier-384; the pool ran a single proposer pass, so its manifest records no vote_count and the shell at k = 1 is the whole universe (outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json: 572 candidates). The twin differs from its verified pair in the probability filter alone"
pair::proposer-verifier-384::verified-cascade-adversarial-checklist,proposer-verifier-384::verified-cascade-adversarial-checklist,proposer-verifier-384,detect_brief-text,4-map-gs|curator|20m|era-2-487,4-map-gs|curator|20m|era-2-487,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",4-map-gs,curator,20,era-2-487,1,1,,ready-after-materialise,single-pass-manifest,,,,,,outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json,none (N = 1: every candidate has the one vote),inputs/vectors/references/mounds-reference.geojson,inputs/vectors/bounds/384/full_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-cascade-adversarial-checklist,python scripts/materialise_pairing_twin.py --crop-manifest outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json --single-pass --min-votes 1 --output results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-cascade-adversarial-checklist/twin-1of1.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-cascade-adversarial-checklist/twin-1of1.geojson --ground-truth inputs/vectors/references/mounds-reference.geojson --bounds inputs/vectors/bounds/384/full_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-cascade-adversarial-checklist --label proposer-verifier-384__verified-cascade-adversarial-checklist-unverified,"the registry records no vote_threshold because the pool ran a single proposer pass and had no votes to record; the shell at k = 1 is the whole pass; no pool-named condition: no registered condition is labelled 'detect_brief-text' in proposer-verifier-384; the pool ran a single proposer pass, so its manifest records no vote_count and the shell at k = 1 is the whole universe (outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json: 572 candidates). The twin differs from its verified pair in the probability filter alone"
pair::proposer-verifier-384::verified-cascade-checklist-adversarial,proposer-verifier-384::verified-cascade-checklist-adversarial,proposer-verifier-384,detect_brief-text,4-map-gs|curator|20m|era-2-487,4-map-gs|curator|20m|era-2-487,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",4-map-gs,curator,20,era-2-487,1,1,,ready-after-materialise,single-pass-manifest,,,,,,outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json,none (N = 1: every candidate has the one vote),inputs/vectors/references/mounds-reference.geojson,inputs/vectors/bounds/384/full_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-cascade-checklist-adversarial,python scripts/materialise_pairing_twin.py --crop-manifest outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json --single-pass --min-votes 1 --output results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-cascade-checklist-adversarial/twin-1of1.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-cascade-checklist-adversarial/twin-1of1.geojson --ground-truth inputs/vectors/references/mounds-reference.geojson --bounds inputs/vectors/bounds/384/full_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/proposer-verifier-384__verified-cascade-checklist-adversarial --label proposer-verifier-384__verified-cascade-checklist-adversarial-unverified,"the registry records no vote_threshold because the pool ran a single proposer pass and had no votes to record; the shell at k = 1 is the whole pass; no pool-named condition: no registered condition is labelled 'detect_brief-text' in proposer-verifier-384; the pool ran a single proposer pass, so its manifest records no vote_count and the shell at k = 1 is the whole universe (outputs/h11/proposer-verifier-384/candidates/candidate_manifest.json: 572 candidates). The twin differs from its verified pair in the probability filter alone"
pair::proposer-verifier-512::verified-adversarial-text,proposer-verifier-512::verified-adversarial-text,proposer-verifier-512,detect_brief-text,4-map-gs|curator|20m|era-1-340,4-map-gs|curator|20m|era-1-340,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",4-map-gs,curator,20,era-1-340,1,1,,ready-after-materialise,single-pass-manifest,,,,,,outputs/h11/proposer-verifier-512/candidates/candidate_manifest.json,none (N = 1: every candidate has the one vote),inputs/vectors/references/mounds-reference.geojson,inputs/vectors/bounds/full_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/proposer-verifier-512__verified-adversarial-text,python scripts/materialise_pairing_twin.py --crop-manifest outputs/h11/proposer-verifier-512/candidates/candidate_manifest.json --single-pass --min-votes 1 --output results/uplift-supplement/verifier-pairing/proposer-verifier-512__verified-adversarial-text/twin-1of1.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/proposer-verifier-512__verified-adversarial-text/twin-1of1.geojson --ground-truth inputs/vectors/references/mounds-reference.geojson --bounds inputs/vectors/bounds/full_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/proposer-verifier-512__verified-adversarial-text --label proposer-verifier-512__verified-adversarial-text-unverified,"the registry records no vote_threshold because the pool ran a single proposer pass and had no votes to record; the shell at k = 1 is the whole pass; no pool-named condition: no registered condition is labelled 'detect_brief-text' in proposer-verifier-512; the pool ran a single proposer pass, so its manifest records no vote_count and the shell at k = 1 is the whole universe (outputs/h11/proposer-verifier-512/candidates/candidate_manifest.json: 140 candidates). The twin differs from its verified pair in the probability filter alone"
pair::pv-diag-256::verified-adv-text-consensus-5of5,pv-diag-256::verified-adv-text-consensus-5of5,pv-diag-256,text-consensus-5of5,4-map-gs|curator|20m|px256-1032,4-map-gs|curator|20m|px256-1032,derived-from-twin-cell,4-map-gs,curator,20,px256-1032,5,5,0.2,already-registered,registered,,pv-diag-256::text-consensus-5of5,outputs/h11/pv-diag-256/consensus/text-5of5.geojson,results/rescore-2026-06-08/pv-diag-256/text-5of5/evaluation.json,,,,inputs/vectors/references/mounds-reference.geojson,inputs/vectors/bounds/256/full_evaluation_bounds.geojson,evaluate_detections,,,,"the registry records no vote_threshold, but the pool 'text-consensus-5of5' names its own shell: k = 5 of N = 5. The verifier consumed that shell, so that is the shell the twin must be; the pool 'text-consensus-5of5' names a registered condition in pv-diag-256, which IS the pre-verifier set this cell's verifier consumed; the pre-verifier twin is already scored and registered"
